Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Population density (people per sq. km of land area),EN.POP.DNST,"Korea, Dem. People’s Rep.",PRK,168.53296237854,190.425006228719,203.87705340088,204.911427622291,205.968042521385,207.038053317831,208.103579436924,209.150676854082,210.17975251225,211.194958890458,212.190175234615,..
Population density (people per sq. km of land area),EN.POP.DNST,"Korea, Rep.",KOR,444.425492432096,487.332687124197,509.815967078189,513.804280275749,515.875583187751,517.612290578727,520.852499230217,523.525547744882,525.656278622769,527.918010624996,529.652103632681,..
Population density (people per sq. km of land area),EN.POP.DNST,Kosovo,XKX,171.029668411867,156.149536144025,163.100946082484,164.508128961146,165.812436851291,167.548452282539,167.337191145403,165.500137779002,166.822816202811,168.154679893451,..,..
Population density (people per sq. km of land area),EN.POP.DNST,Kuwait,KWT,117.583838383838,114.765600448934,167.894725028058,177.781144781145,187.926655443322,197.888776655443,207.123569023569,215.240796857464,222.046745230079,227.614870931538,232.172222222222,..
Population density (people per sq. km of land area),EN.POP.DNST,Kyrgyz Republic,KGZ,22.8946819603754,25.5391032325339,28.4040667361835,28.7518248175182,29.2346193952033,29.8206465067779,30.4249217935349,31.0578727841502,31.6970802919708,32.3159541188738,32.9290928050052,..
Population density (people per sq. km of land area),EN.POP.DNST,Lao PDR,LAO,18.4509185441941,23.0662911611785,27.0761048526863,27.5024566724437,27.9225736568458,28.3418717504333,28.7684402079723,29.2078162911612,29.6613778162912,30.125801559792,30.5957842287695,..
Population density (people per sq. km of land area),EN.POP.DNST,Latvia,LVA,42.8186860891376,38.0659521967043,33.7010764781491,33.1142926045016,32.7166130588614,32.362871844348,32.0646831778707,31.8032647153426,31.5139433901576,31.2358957864265,30.9833065294307,..
Population density (people per sq. km of land area),EN.POP.DNST,Lebanon,LBN,274.002346041056,375.638123167155,484.17018572825,508.537927663734,541.410948191593,578.164320625611,612.161290322581,638.580449657869,656.023558162268,665.872238514174,669.494134897361,..
Population density (people per sq. km of land area),EN.POP.DNST,Lesotho,LSO,56.1181488801054,66.9566534914361,65.7305994729908,66.0008893280632,66.3698945981555,66.8155138339921,67.306884057971,67.8201910408432,68.3465415019763,68.8870882740448,69.437812911726,..
Population density (people per sq. km of land area),EN.POP.DNST,Liberia,LBR,21.5522425249169,29.5728405315615,40.4002906976744,41.7093334717608,42.9366590531561,44.106457641196,45.2606416112957,46.4309593023256,47.6203073089701,48.8188122923588,50.0309073920266,..
Population density (people per sq. km of land area),EN.POP.DNST,Libya,LBY,2.52148913920684,3.04505211589393,3.5223200381918,3.55060925014492,3.5723825545313,3.59205189992839,3.61573877263376,3.64772326858156,3.6896938972686,3.74002523386794,3.79563238119054,..
Population density (people per sq. km of land area),EN.POP.DNST,Liechtenstein,LIE,179.93125,207.4,224.9625,226.83125,228.84375,230.8375,232.64375,234.1875,235.3625,236.25,236.9375,..
Population density (people per sq. km of land area),EN.POP.DNST,Lithuania,LTU,58.9955009572431,55.8317804722399,49.418141204627,48.3153308737745,47.6716508688507,47.1908895093738,46.805538707103,46.3672785315243,45.7876649942685,45.151861559541,44.5313513780643,..
Population density (people per sq. km of land area),EN.POP.DNST,Luxembourg,LUX,..,179.547325102881,208.622633744856,213.311522633745,218.496296296296,223.604938271605,228.937860082305,234.404938271605,239.511934156379,245.405761316872,250.093827160494,..
Population density (people per sq. km of land area),EN.POP.DNST,"Macao SAR, China",MAC,17190.4,21389.1,18121.8516772827,18422.4748576286,18864.1805418385,19055.1816980769,19478.8120651133,19805.4278801043,20159.0792003315,20479.7699938293,20777.5002607232,..
Population density (people per sq. km of land area),EN.POP.DNST,Madagascar,MDG,19.9446865219933,27.1121608143894,36.37177150325,37.373932398869,38.4098196100001,39.4658869027157,40.5463853557924,41.6536404262633,42.788552767274,43.9507390855964,45.1398556204881,..
Population density (people per sq. km of land area),EN.POP.DNST,Malawi,MWI,99.7507424692406,118.251569792109,154.217352566822,158.698684768774,163.300859142978,168.002428935087,172.778319898176,177.612462876538,182.491397963513,187.423207467119,192.440761561307,..
Population density (people per sq. km of land area),EN.POP.DNST,Malaysia,MYS,54.8769563232385,70.5958210318064,85.8561406178664,87.2042459290823,88.4740800486988,89.693720894841,90.9041515751027,92.1350235884949,93.3946248668391,94.6736508902755,95.9628214883579,..
Population density (people per sq. km of land area),EN.POP.DNST,Maldives,MDV,743.86,931.326666666667,1219.11333333333,1268.31666666667,1324.12333333333,1385.31,1450.05,1516.38333333333,1585.04333333333,1654.67333333333,1718.98666666667,..
Population density (people per sq. km of land area),EN.POP.DNST,Mali,MLI,6.92507970070235,8.97109876330735,12.3336144370959,12.7148976798695,13.0959104729591,13.4813955203698,13.8783468148403,14.2918545472426,14.7234684762209,15.1717306321147,15.635015858186,..
Population density (people per sq. km of land area),EN.POP.DNST,Malta,MLT,1106.78125,1219.021875,1295.3375,1300.8375,1312.5875,1331.146875,1357.99375,1390.790625,1422.9875,1462.496875,1511.03125,..
Population density (people per sq. km of land area),EN.POP.DNST,Marshall Islands,MHL,..,281.961111111111,313.144444444444,314.061111111111,315.094444444444,316.322222222222,317.661111111111,319.105555555556,320.75,322.544444444444,324.516666666667,..
Population density (people per sq. km of land area),EN.POP.DNST,Mauritania,MRT,1.97375181915203,2.55187639468322,3.39011836615892,3.49146017269817,3.59615212962065,3.70378771708548,3.81381197244591,3.92577956728437,4.03952071407781,4.15501503832347,4.27216357815077,..
Population density (people per sq. km of land area),EN.POP.DNST,Mauritius,MUS,521.564039408867,584.666502463054,615.960591133005,616.947783251232,618.661083743842,620.026108374384,621.149753694581,621.972906403941,622.400492610837,622.962068965517,623.30197044335,..
Population density (people per sq. km of land area),EN.POP.DNST,Mexico,MEX,43.1817340980992,50.8757143959464,58.6913053319273,59.5156629542941,60.3277630597495,61.1266550065588,61.9126664780473,62.6859013863525,63.4447264590139,64.1875171686515,64.9146264050001,..
Population density (people per sq. km of land area),EN.POP.DNST,"Micronesia, Fed. Sts.",FSM,..,153.431428571429,147.015714285714,147.785714285714,149.294285714286,151.322857142857,153.494285714286,155.564285714286,157.45,159.227142857143,160.914285714286,..
Population density (people per sq. km of land area),EN.POP.DNST,Moldova,MDA,128.749085588881,126.739979802904,124.169310140482,124.097535469028,124.03801791128,123.918445520075,123.886055665865,123.806319016268,123.731285052426,123.635210924165,123.51980353224,..
Population density (people per sq. km of land area),EN.POP.DNST,Monaco,MCO,14719,16073.5,17806,18012,18230,18450.5,18661,18859,19035,19196,..,..
Population density (people per sq. km of land area),EN.POP.DNST,Mongolia,MNG,1.40589677901079,1.54317696130178,1.7507505342568,1.78323463528927,1.81821043281238,1.85496022039702,1.89249723216355,1.93004389917351,1.9673260125132,2.00428628440485,2.04060866654651,..
Population density (people per sq. km of land area),EN.POP.DNST,Montenegro,MNE,45.0834200743494,44.9776951672862,46.054126394052,46.1025278810409,46.1413382899628,46.1863940520446,46.2312267657993,46.2571747211896,46.2678810408922,46.2730855018587,46.2710037174721,..
Population density (people per sq. km of land area),EN.POP.DNST,Morocco,MAR,55.5847232803047,64.5164216894466,72.4700627380686,73.452498319516,74.4833027111808,75.5449092538651,76.6129218014788,77.6688393457316,78.7055702442303,79.7250593771006,80.7285189334528,..
Population density (people per sq. km of land area),EN.POP.DNST,Mozambique,MOZ,16.5152877743585,22.5233691090821,29.9239222767619,30.7580139372822,31.616582313894,32.5042918182049,33.426794933747,34.3879574760294,35.3899412497775,36.4315051247489,37.508535313716,..
Population density (people per sq. km of land area),EN.POP.DNST,Myanmar,MMR,63.248154665361,71.4871331517581,77.4589260018982,78.0520366146734,78.716524534946,79.3967829362406,80.0526842040791,80.6650425675262,81.2231671464445,81.7397271390948,82.2386154835549,..
Population density (people per sq. km of land area),EN.POP.DNST,Namibia,NAM,1.74046204860985,2.17975561466798,2.5736666302275,2.61961277314191,2.66586986359606,2.71290796681607,2.76139634879569,2.81177227951269,2.86416815459923,2.91829489001445,2.97374558175127,..
Population density (people per sq. km of land area),EN.POP.DNST,Nauru,NRU,475.25,516.85,500.25,502.85,513.95,541.05,592.65,623.75,652.45,643.8,635.2,..
Population density (people per sq. km of land area),EN.POP.DNST,Nepal,NPL,132.20613986014,167.011580048832,188.442357865365,188.639253575166,188.27946982909,187.777509591908,187.700913847227,188.455047087548,190.171824206488,192.724966864318,195.939107080572,..
Population density (people per sq. km of land area),EN.POP.DNST,Netherlands,NLD,442.876481042654,471.727280805687,492.599881411207,495.049644128114,496.884994068802,498.795844464233,500.593885425942,502.817542297418,505.500563965568,508.497951914515,511.457910359157,..
Population density (people per sq. km of land area),EN.POP.DNST,New Caledonia,NCL,9.34896061269147,11.6646608315098,13.6624726477024,13.914113785558,14.1684901531729,14.4228665207877,14.6635667396061,14.9015317286652,15.1285557986871,15.3364332603939,15.5393873085339,..
Population density (people per sq. km of land area),EN.POP.DNST,New Zealand,NZL,12.6459306520831,14.6507918423151,16.5231096426266,16.6495765447571,16.7411036420949,16.8702290076336,17.1269606167635,17.4535718354791,17.8238578101857,18.2062967604724,18.5541756864532,..
Population density (people per sq. km of land area),EN.POP.DNST,Nicaragua,NIC,34.6803556589663,42.1248296493269,48.3967508725278,49.0530081435932,49.7135283363803,50.3777131460861,51.0448146917068,51.7138108692039,52.3846933687884,53.0567974073459,53.7270483629716,..
Population density (people per sq. km of land area),EN.POP.DNST,Niger,NER,6.33661561537854,8.9457306386674,12.9975724323044,13.5112978605826,14.0484653035446,14.6082379411068,15.1891979158443,15.7903710428673,16.4118086366148,17.0541343648851,17.7176505881424,..
Population density (people per sq. km of land area),EN.POP.DNST,Nigeria,NGA,104.540608496108,134.264248932222,174.032079449257,178.755416845087,183.61251139146,188.594012758435,193.687651108403,198.883854321069,204.179198919596,209.573559735169,215.064988965381,..
Population density (people per sq. km of land area),EN.POP.DNST,North Macedonia,MKD,78.4989382618954,80.0164766024381,82.1070975416336,82.1763283108644,82.2473433782712,82.3182791435369,82.3860031720857,82.4475812846947,82.503766851705,82.5533703409992,82.5915146708961,..
Population density (people per sq. km of land area),EN.POP.DNST,Northern Mariana Islands,MNP,..,124.897826086957,117.328260869565,117.417391304348,118.067391304348,119.095652173913,120.228260869565,121.260869565217,122.147826086957,122.960869565217,123.65652173913,..
Population density (people per sq. km of land area),EN.POP.DNST,Norway,NOR,11.6127114516559,12.2958000463303,13.3862629068797,13.5610392282727,13.7403303399718,13.912086861994,14.0698665657304,14.2105725713798,14.3363164960781,14.4525759458847,14.5549195374975,..
Population density (people per sq. km of land area),EN.POP.DNST,Oman,OMN,5.85512439418417,7.32786106623586,9.82692730210016,10.5043877221325,11.3021938610662,12.1641518578352,13.0121486268174,13.7878772213247,14.472436187399,15.075718901454,15.6041453957997,..
Population density (people per sq. km of land area),EN.POP.DNST,Pakistan,PAK,139.642902916148,184.650760170195,232.753010844749,237.832855956829,242.945043327107,248.10984718763,253.355677926526,258.700399543379,264.149133457866,269.687481838937,275.289318700706,..
Population density (people per sq. km of land area),EN.POP.DNST,Palau,PLW,..,41.5326086956522,39.0326086956522,38.5760869565217,38.3478260869565,38.2739130434783,38.3173913043478,38.4021739130435,38.5326086956522,38.7130434782609,38.9282608695652,..
Population density (people per sq. km of land area),EN.POP.DNST,Panama,PAN,33.2384584342211,40.7630885122411,49.0003631961259,49.8585283831047,50.72133440947,51.593179983858,52.4793516276567,53.3829297820823,54.3055959106807,55.2430858218994,56.1860774818402,..
